1,0,jsh,1930,Tiger Rag,Art Tatum,https://youtu.be/CaPeks0H3_s,jsh; alatar224
2,0,Sharur,1930,Anything Goes,Cole Porter,https://youtu.be/17ZWrcL9Dz0,
3,0,wharf_rat,1930,Sittin' On Top of the World,Mississippi Sheiks,https://www.youtube.com/watch?v=hBuK2ZOZq6o,markusin; wharf_rat
4,0,xyrix,1930,It Don’t Mean a Thing (If It Ain’t Got That Swing) (vocals Ivie Anderson),Duke Ellington and His Famous Orchestra,https://www.youtube.com/watch?v=jM3DNpnNv5k,markusin; xyrix; wharf_rat
5,0,xyrix,1930,Hard Time Killin' Floor Blues,Skip James,https://youtu.be/LK3CBkOSTjs,markusin; Sharur; xyrix
6,0,xyrix,1930,Minnie the Moocher (The Ho De Ho Song),Cab Calloway and His Orchestra,https://www.youtube.com/watch?v=GAkFwgcW4Ug,
7,1,alatar224,1930,"Hello, I Must Be Going / Hooray for Captain Spaulding",Groucho Marx,https://www.youtube.com/watch?v=5GpLFv9yVCA,
8,1,Donald X.,1930,Love for Sale,Waring's Pennsylvanians,https://www.youtube.com/watch?v=95GJkhooW8M,
9,1,jsh,1930,Shag,Sidney Bechet,https://youtu.be/pkCdodM1OOA,
10,1,Lemonspawn,1930,"You Rascal, You",The Mills Brothers,https://www.youtube.com/watch?v=6SQ1sAbDOQA,
11,1,markusin,1930,Lazy River,Hoagy Carmichael And His Orchestra,https://www.youtube.com/watch?v=a18c1D5Oj6Q,
12,1,Mollo8,1930,El Ropero,Cri-Cri,https://youtu.be/EbU1yzKfRLM,
13,1,Sharur,1930,Long John,Lightning & Group (Darrington State Prison Farm Chain Gang),https://youtu.be/4G5KtQynWvc,
14,1,strumphf,1930,Suite for Jazz Orchestra No. 1,Dmitri Shostakovich,https://www.youtube.com/watch?v=fKXUby45s5k,
15,1,volfied,1930,Georgia On My Mind,Hoagy Carmichael,https://www.youtube.com/watch?v=LY9RS1x8iHE,
16,1,wharf_rat,1930,The Peanut Vendor (El Manisero),Don Azpiazu and His Havana Casino Orchestra,https://www.youtube.com/watch?v=essMVyS1Om0,
17,2,alatar224,1930,I've Got a Cold in My Nose,Betty Boop,https://www.youtube.com/watch?v=L6eJ0tuY2ME,
