new_order	order	seed	submitter	year	song	artist	link	submitters
30	1	0	aku chi	1998	Shimmer	Fuel	https://youtu.be/20Rm_pPO4lY	Lemonspawn; aku chi; bazkitcase5
88	2	0	bazkitcase5	1998	Iris	The Goo Goo Dolls	https://youtu.be/CUbJQGqFoi0	aku chi; bazkitcase5
73	3	0	MuensterCheese	1998	The Kids Aren't Alright	The Offspring	https://youtu.be/ha7YRNAuuzM	aku chi; bazkitcase5; MuensterCheese
114	4	0	pproteus	1998	One Week	Barenaked Ladies	https://www.youtube.com/watch?v=cL2IZ6-QvjU	bazkitcase5; pproteus; Valendale
28	5	0	pproteus	1998	In the Aeroplane Over the Sea	Neutral Milk Hotel	https://www.youtube.com/watch?v=1FeD16vu_qQ	jsh; Donald X.; pproteus
57	6	0	pproteus	1998	Closing Time	Semisonic	https://www.youtube.com/watch?v=970Lq2M_ld0	jsh; aku chi; bazkitcase5; pproteus
63	7	0	singletee	1998	Teardrop	Massive Attack	https://www.youtube.com/watch?v=3h-JYx76QNM	pproteus; Bluey The Bear; singletee
32	8	0	singletee	1998	Tank!	The Seatbelts	https://www.youtube.com/watch?v=UFFa0QoHWvE	volfied; jsh; dryope; singletee
125	9	0	Valendale	1998	Better Off Alone	Alice Deejay	https://youtu.be/Ck0LO6b6OQc	xyrix; Valendale
121	10	0	volfied	1998	Oh Comely	Neutral Milk Hotel	https://www.youtube.com/watch?v=DXSY0aspgKo	volfied; pproteus
48	11	0	wharf_rat	1998	The King of Carrot Flowers Pt. One	Neutral Milk Hotel	https://www.youtube.com/watch?v=zJTl4EyY_Hk	pproteus; wharf_rat
1	12	0	xyrix	1998	The Rockafeller Skank	Fatboy Slim	https://www.youtube.com/watch?v=ZocZDQDLKg4	xyrix; Mollo8
54	13	1	aku chi	1998	Changes (feat. Talent)	2Pac	https://youtu.be/IYAXM9klOCE	
91	14	1	alatar224	1998	Musical Fruit	Terry S. Taylor	https://www.youtube.com/watch?v=WLwfvFRWsBE	
39	15	1	assemble_me	1998	Little Computer People	Little Computer People	https://youtu.be/o_UT64W5wbE	
29	16	1	bazkitcase5	1998	My Father's Eyes	Eric Clapton	https://youtu.be/7JibodCUsLU	
84	17	1	Bluey The Bear	1998	Ray of Light	Madonna	https://www.youtube.com/watch?v=OVPcEPTG5xE	
117	18	1	Donald X.	1998	Waltz #2 (XO)	Elliott Smith	https://www.youtube.com/watch?v=RWn9ocrMhlE	
71	19	1	dryope	1998	Consumed	Plastikman	https://youtu.be/dRjq6d7Yrys	
25	20	1	jsh	1998	Is it Wicked Not to Care?	Belle & Sebastian	https://www.youtube.com/watch?v=00Kr_RJVUHA	
44	21	1	Lemonspawn	1998	Satan is My Motor	Cake	https://youtu.be/Vai6YG3mYs8	
124	22	1	markusin	1998	Pretty Fly (For A White Guy)	The Offspring	https://www.youtube.com/watch?v=cFnAt_I9STw	
18	23	1	Mollo8	1998	El Privilegio de Amar	Mijares	https://youtu.be/Jg3QT7sdL1E	
87	24	1	nottoobad	1998	SpottieOttieDopaliscious	Outkast	https://www.youtube.com/watch?v=vXmqauitBkM	
67	25	1	Sharur	1998	The Blues Don't Bother Me	Matt Guitar Murphy	https://youtu.be/zLx7g74kaPE	
123	26	1	strumphf	1998	Out of the Dark	Falco	https://www.youtube.com/watch?v=Xs-BMEw_cRY	
83	27	1	SuperDuper	1998	Secret Smile	Semisonic	https://youtu.be/lDx24xwca7Q	
10	28	1	tufftaeh	1998	69	Deep Purple	https://www.youtube.com/watch?v=Onb6LeyJm7g	
113	29	1	Valendale	1998	Boom, Boom, Boom, Boom!!	The Vengaboys	https://youtu.be/S2XBu9EBwZw	
78	30	1	wharf_rat	1998	Roygbiv	Boards of Canada	https://www.youtube.com/watch?v=0nnqGDZnWhU	
102	31	1	Wonko	1998	Ghost of Stephen Foster	Squirrel Nut Zippers	https://youtu.be/Wkmdgh5b7Nw	
