1,0,jsh,1925,Bull-Doze Blues,Henry Thomas,https://youtu.be/K1yhaBsD8Vw,jsh; xyrix
2,0,Lemonspawn,1925,Someone to Watch Over Me,George & Ira Gershwin (Gertrude Lawrence),https://youtu.be/bB7YlkhD70Y,volfied; Lemonspawn
3,0,markusin,1925,Nobody Knows You When You're Down and Out,Bessie Smith,https://www.youtube.com/watch?v=Zea-1Fzi9JQ,markusin; jsh
4,0,SuperDuper,1925,The Big Rock Candy Mountain,Harry McClintock,https://youtu.be/KSGuBNopzBw,alatar224; SuperDuper
5,0,SuperDuper,1925,Boléro,Maurice Ravel,https://youtu.be/J712wgqH6s8,xyrix; volfied; SuperDuper
6,0,SuperDuper,1925,Blue Yodel No. 1 (T for Texas),Jimmie Rodgers,https://youtu.be/fm7cQojl-JY,SuperDuper; Lemonspawn
7,0,SuperDuper,1925,Singin in the Rain,Annette Hanshaw,https://youtu.be/-Ve8qIePyUw,
8,0,volfied,1925,Rhapsody in Blue,George Gershwin,https://www.youtube.com/watch?v=PA3ryT2HJK4,xyrix; volfied
9,0,wharf_rat,1925,Hotter Than That,Louis Armstrong & His Hot Five,https://www.youtube.com/watch?v=DegptkMFLUY,wharf_rat; alatar224
10,0,xyrix,1925,Die Moritat von Mackie Messer (Mack the Knife),Bertolt Brecht & Kurt Weill,https://www.youtube.com/watch?v=_QXJ3OXWaOY,xyrix; volfied
11,1,alatar224,1925,The Banshee,Henry Cowell,https://www.youtube.com/watch?v=4MnA-dUY3cY,
12,1,Donald X.,1925,Let's Misbehave,Irving Aaronson and his Commanders,https://www.youtube.com/watch?v=JctNtRfHRLU,
13,1,jsh,1925,Frankie,Mississippi John Hurt,https://youtu.be/JKkmReeFjh8,
14,1,Lemonspawn,1925,When the Red Red Robin (Comes Bob Bob Bobbin' Along),Cliff Edwards,https://youtu.be/scbn7oK-e4E,
15,1,Mollo8,1925,Sonata Romántica,Manuel M. Ponce,https://youtu.be/K7sYI5SA0ws,
16,1,Sharur,1925,It's Tight Like That,Tampa Red & Georgia Tom,https://youtu.be/5_vSXGER9gM,
17,1,wharf_rat,1925,Lift Him Up That's All,Washington Phillips,https://www.youtube.com/watch?v=L1Sc-dTMYzg,
18,1,xyrix,1925,"Turandot, Nessun dorma!",Giacomo Puccini,https://www.youtube.com/watch?v=Sgnzs7HWGcU,
19,2,alatar224,1925,Numb Fumblin',Fats Waller,https://www.youtube.com/watch?v=ixkW57BJYTg,
20,2,alatar224,1925,Louis Collins,Mississippi John Hurt,https://www.youtube.com/watch?v=dPk-82Qg9Ow,
21,2,Donald X.,1925,You're the Cream in My Coffee,Jack Hylton and his Orchestra,https://www.youtube.com/watch?v=S-P9exeOEsY,
22,2,jsh,1925,Weather Bird,Louis Armstrong,https://youtu.be/dRmc07eoQgY,
23,2,markusin,1925,Nessun Dorma (vocals Antonio Cortis),Giacomo Puccini,https://www.youtube.com/watch?v=Sgnzs7HWGcU,
24,2,Mollo8,1925,Adiós Muchachos,Carlos Gardel,https://youtu.be/Ot2keLHZ83s,
25,2,Sharur,1925,Fishin' Blues,Henry Thomas,https://youtu.be/6sSLDDS8DOU,
26,2,volfied,1925,East St. Louis Toodle-oo,Duke Ellington,https://www.youtube.com/watch?v=Esde8kvzBD4,
27,2,wharf_rat,1925,"Dark Was the Night, Cold Was the Ground",Blind Willie Johnson,https://www.youtube.com/watch?v=ud74hhPqISo,
28,3,alatar224,1925,Always,Irving Kaufman,https://www.youtube.com/watch?v=yHEbjvW65BA,
29,3,Donald X.,1925,The Coat and the Pants Do All the Work,Harry Reser's Six Jumping Jacks,https://www.youtube.com/watch?v=-v7I9j2-6sI,
30,3,Lemonspawn,1925,Piano Concerto: II. Molto moderato,Aaron Copland,https://youtu.be/AFKNIWwSuiI,
