new_order	order	seed	submitter	year	song	artist	link	submitters
64	1	0	alatar224	2019	Dance Monkey	The Tones and I	https://www.youtube.com/watch?v=v3iwhItMjwA	Donkey-Dude; alatar224
26	2	0	Donald X.	2019	Summer Girl	Haim	https://www.youtube.com/watch?v=avN5351iWVU	Donald X.; SuperDuper
85	3	0	Donald X.	2019	Bad Guy	Billie Eilish	https://www.youtube.com/watch?v=g-Igwc5lEbE	Donald X.; The Pixie
45	4	0	seanahan	2019	Sicilian Crest	The Mountain Goats	https://www.youtube.com/watch?v=yHDsTbMcm_k	seanahan; biscuitsjoe
67	5	0	strumphf	2019	Vincent	Sarah Connor	https://www.youtube.com/watch?v=fesfejpltVw	strumphf; tufftaeh
76	6	1	aku chi	2019	Colors	Black Pumas	https://youtu.be/B7PnQBn5k_E	
11	7	1	alatar224	2019	Palimpsest for Clarinet and Marimba	Richard Stoltzman, Mika Stoltzman	https://www.youtube.com/watch?v=SboXNHu3yOY	
101	8	1	assemble_me	2019	Angels of Sweat	Tamaryn	https://youtu.be/TSJ5Zs4wY-0	
123	9	1	biscuitsjoe	2019	My City	Better Oblivion Community Center	https://www.youtube.com/watch?v=MXYDs6QKbcI	
81	10	1	Bluey The Bear	2019	Texas Sun	Khruangbin & Leon Bridges	https://www.youtube.com/watch?v=zSWNWWREtsI	
97	11	1	Cave	2019	Lark	Angel Olsen	https://youtu.be/wi3qx8cIu0g	
72	12	1	Donkey-Dude	2019	Fancy	TWICE	https://www.youtube.com/watch?v=Pa6yt970yZo	
5	13	1	dryope	2019	Manhattan Is A Haunted City	Vatican Shadow	https://youtu.be/M2cZV4fyd2U	
89	14	1	jsh	2019	Revenge of the Nerds	Jens Lekman	https://www.youtube.com/watch?v=GNa5DUIzjiM	
9	15	1	Komaitho	2019	Kafal Sviri (The Kaval is Playing)	The Bulgarian Voices Angelite	https://youtu.be/n-rG1TELOvc	
4	16	1	Lemonspawn	2019	After the Storm	Oh Land	https://youtu.be/Ctu5wn1cntw	
18	17	1	markusin	2019	Enact the Ending	Thousand Sun Sky	https://www.youtube.com/watch?v=eaZHpENVT1I	
83	18	1	Mollo8	2019	二人なら	BiSH	https://youtu.be/ihMT9cbfdRE	
51	19	1	Mort	2019	Captain Awkward	Moron Police	https://youtu.be/PfLiQMVkp-w	
113	20	1	MuensterCheese	2019	Night of Bad Times	MaxOKE	https://youtu.be/FN-7b2C_dZA	
38	21	1	nottoobad	2019	Tricks	Stella Donnelly	https://www.youtube.com/watch?v=0Q0t_dDKjyI	
36	22	1	pproteus	2019	Rylan	The National	https://www.youtube.com/watch?v=CbXnnn8z1tE	
2	23	1	seanahan	2019	Eye of the Day	Frank Turner	https://www.youtube.com/watch?v=bVWEQ-Bb2KI	
50	24	1	Shael	2019	Sick Of You	Sub Urban & DNMO	https://youtu.be/rpP2JjFKthU	
25	25	1	Sharur	2019	Toss a Coin To Your Witcher	Joey Batey, Sonya Belousova, Giona Ostinelli	https://youtu.be/P74VLFUxTxc	
52	26	1	SuperDuper	2019	The Young People	Lankum	https://youtu.be/R-Wl65SStXk	
13	27	1	The Pixie 	2019	Nobody	Mac Demarco	https://youtu.be/q0CYoiIu88o	
70	28	1	tufftaeh	2019	Bad Luck Blues	Laura Cox Band	https://www.youtube.com/watch?v=PlLiUnlur1s	
41	29	1	Valendale	2019	stupid horse	100 gecs	https://youtu.be/9YO5ruvFSCU	
49	30	1	volfied	2019	Sunflower	Vampire Weekend	https://www.youtube.com/watch?v=R76f5AzYJK0	
29	31	1	Volkrath	2019	Страшно	Shortparis	https://youtu.be/FUdteCBRX9c	
54	32	1	wharf_rat	2019	In Memory's Prism	Joshua Abrams & Natural Information Society	https://eremiterecords.bandcamp.com/track/in-memorys-prism	
30	33	1	xyrix	2019	The Party We Could Have	Nathan Micay	https://www.youtube.com/watch?v=hTbvGkesyM8	
27	34	2	aku chi	2019	This Life	Vampire Weekend	https://youtu.be/U2TA23l8aHY	
68	35	2	alatar224	2019	Likolo	KOKOKO!	https://www.youtube.com/watch?v=Q4scopN-xII	
7	36	2	assemble_me	2019	Dismiss	Cold Showers	https://youtu.be/Kx3A6-Aa8J0	
90	37	2	biscuitsjoe	2019	Say So	Doja Cat	https://www.youtube.com/watch?v=uAYG46w1SCA	
15	38	2	Bluey The Bear	2019	Norman fucking Rockwell	Lana Del Rey	https://www.youtube.com/watch?v=wPt0dGg4BKA	
