new_order	order	seed	submitter	year	song	artist	link	submitters
57	46	2	Wonko	1973	Georgia On A Fast Train	Billy Joe Shaver	https://youtu.be/kgzJTrcJUKQ	
84	47	2	xyrix	1973	Black Rite	Mandingo	https://www.youtube.com/watch?v=uCYx8E-xpbw	
89	48	3	aku chi	1973	Quadrophenia	The Who	https://youtu.be/IA5PGHXGyu0	
37	49	3	alatar224	1973	Everybody Says	Kevin Coyne	https://www.youtube.com/watch?v=SIYsxqH29f0	
92	50	3	assemble_me	1973	Search and Destroy	Iggy & The Stooges	https://youtu.be/ZzmZBirKMz8	
81	51	3	Bluey The Bear	1973	Panic in Detroit	David Bowie	https://www.youtube.com/watch?v=CM3fCUmSheYhttps://www.youtube.com/watch?v=CM3fCUmSheY	
54	52	3	Donald X.	1973	Roads to Moscow	Al Stewart	https://www.youtube.com/watch?v=WOx1qNUMnCc	
40	53	3	dryope	1973	Breath of Life	Khan Jamal Creative Art Ensemble	https://youtu.be/QoYQn86CL9I	
69	54	3	jsh	1973	Vento Bravo	Edu Lobo	https://www.youtube.com/watch?v=c04G0xVuxOk	
75	55	3	Lemonspawn	1973	Mother of Pearl	Roxy Music	https://youtu.be/GhCOqj4Pyb8	
60	56	3	markusin	1973	The Boston Rag	Steely Dan	https://www.youtube.com/watch?v=j3HBfcFPTFI	
63	57	3	Sharur	1973	Can't Get No Grindin' (What's the Matter With The Meal)	Muddy Waters	https://youtu.be/aV1N_wsjAt0	
48	58	3	strumphf	1973	Blau blüht der Enzian	Heino	https://www.youtube.com/watch?v=HBGnU4Q5pRg	
36	59	3	tufftaeh	1973	Liar	Queen	https://www.youtube.com/watch?v=lNVoMg9uVaY	
66	60	3	volfied	1973	Captain Jack	Billy Joel	https://www.youtube.com/watch?v=koft_Yschnc	
52	61	3	wharf_rat	1973	You Can't Miss What You Can't Measure	Funkadelic	https://www.youtube.com/watch?v=R6rbW5OVfaU	
38	62	3	Wonko	1973	Honky Tonk Heroes Like Me	Waylon Jennings	https://youtu.be/SRJhsYf-jok	
78	63	4	aku chi	1973	Dancing In the Moonlight	King Harvest	https://youtu.be/g5JqPxmYhlo	
71	64	4	alatar224	1973	Anti Love Song	Betty Davis	https://www.youtube.com/watch?v=0yNk1JepyLw	
67	65	4	assemble_me	1973	Moonshake	Can	https://youtu.be/H79YZdlARos	
46	66	4	Bluey The Bear	1973	The Heavenly Music Corporation	Fripp & Eno	https://www.youtube.com/playlist?list=PLPXWljYqHdgmKxx0WYCgtk79GQaB9mYl1	
77	67	4	Donald X.	1973	Song for Yvonne	Neil Innes	https://www.youtube.com/watch?v=W0FDa558OkA	
58	68	4	jsh	1973	Sangue Latino	Secos e Molhados	https://youtu.be/BliqScxpNRs	
93	69	4	markusin	1973	Long Train Runnin'	The Doobie Brothers	https://www.youtube.com/watch?v=j3HBfcFPTFI	
86	70	4	pproteus	1973	Gentleman	Fela Kuti	https://www.youtube.com/watch?v=seHdkpcEp38	
64	71	4	Sharur	1973	For Liquorice John	Procol Harum	https://youtu.be/w25_WxN3yFc	
95	72	4	SuperDuper	1973	Please don’t Go (אל נא תלך)	Matti Caspi and Shlomo Gronich	https://youtu.be/I33vdswMWwg	
27	73	4	tufftaeh	1973	Free Bird (live 1976)	Lynyrd Skynyrd	https://www.youtube.com/watch?v=1kphg_kWMwE	
68	74	4	volfied	1973	Dixie Chicken	Little Feat	https://www.youtube.com/watch?v=yaHEfJApEVM	
87	75	4	wharf_rat	1973	I'm the Slime	The Mothers of Invention	https://www.youtube.com/watch?v=JPFIkty4Zvk	
45	76	4	Wonko	1973	Willy the Wandering Gypsy and Me	Waylon Jennings	https://youtu.be/yNppnNYQM3I	
83	77	4	xyrix	1973	Just a Second (Starts Like That!)	Faust	https://www.youtube.com/watch?v=WpHsLoTFcTE	
82	78	5	aku chi	1973	Band on the Run	Paul McCartney & Wings	https://youtu.be/QZGurhtlve8	
50	79	5	alatar224	1973	Parents	Budgie	https://www.youtube.com/watch?v=VTDLbj64k-c	
96	80	5	assemble_me	1973	Hello Hooray	Alice Cooper	https://youtu.be/K0k93GRFeS4	
73	81	5	Bluey The Bear	1973	Living For the City	Stevie Wonder	https://www.youtube.com/watch?v=ghLWjyOOLno	
61	82	5	Lemonspawn	1973	Lady	Styx	https://youtu.be/QumxOQganfo	
74	83	5	markusin	1973	Sail Across The Mountain	The Gary Moore Band	https://www.youtube.com/watch?v=CWcRF3mOFJ8	
35	84	5	Sharur	1973	No Quarter	Led Zeppelin	https://youtu.be/9ahoyBeaKgY	
49	85	5	tufftaeh	1973	Angie	The Rolling Stones	https://www.youtube.com/watch?v=S7sigwbqEj8	
88	86	5	volfied	1973	Easy Money	King Crimson	https://www.youtube.com/watch?v=LxaM5ex1isc	
41	87	5	wharf_rat	1973	Love Is the Message	MFSB	https://www.youtube.com/watch?v=M3wpG6Rw-tE	
90	88	5	xyrix	1973	Also sprach Zarathustra	Deodato	https://www.youtube.com/watch?v=9py-oPHf_0g	
91	89	6	alatar224	1973	Short Blues (Monty Python Live at City Center)	Neil Innes	https://www.youtube.com/watch?v=gU45pgSBHE0	
59	90	6	assemble_me	1973	Mind Games	John Lennon	https://youtu.be/QLeObvcUii4	
70	91	6	Bluey The Bear	1973	Child's Christmas in Wales	John Cale	https://www.youtube.com/watch?v=VUwjejvhXOY	
72	92	6	Donald X.	1973	I'm the Greatest	Ringo Starr	https://www.youtube.com/watch?v=Ua5EAfAMYpM	
97	93	6	jsh	1973	Visions	Stevie Wonder	https://youtu.be/fy4fMlLj_B8	
100	94	6	Lemonspawn	1973	Texan Love Song	Elton John	https://youtu.be/Rd9iMjlgpqk	
56	95	6	markusin	1973	Free Wheeler	Nazareth	https://www.youtube.com/watch?v=3nWa1pzmh2w	
85	96	6	Sharur	1973	I've Got To Use My Imagination	Bobby Blue Bland	https://youtu.be/85LSJ6WVzF0	
99	97	6	tufftaeh	1973	Candle In The Wind	Elton John	https://www.youtube.com/watch?v=MYU3F8uUGiw	
51	98	6	volfied	1973	Love Reign O'er Me	The Who	https://www.youtube.com/watch?v=ZhSdNy1snaU	
44	99	6	wharf_rat	1973	Watkins Glen Soundcheck Jam	Grateful Dead	https://www.youtube.com/watch?v=km2MlSothJc	
98	100	6	xyrix	1973	Né Noya	Cos-Ber-Zam	https://www.youtube.com/watch?v=zDHThNUr0-E	
