1,0,tufftaeh,2000,Teenage Dirtbag,Wheatus,https://www.youtube.com/watch?v=IoJ2hYbVR3w,Lemonspawn; tufftaeh; strumphf
2,0,Wonko,2000,3030,Deltron 3030,https://youtu.be/WjSVYKMk-Zk,jsh; Wonko
3,1,aku chi,2000,Absolutely (Story of a Girl),Nine Days,https://youtu.be/hnB6SOo8PxE,
4,1,alatar224,2000,Like Irregular Chickens,Kid Koala,https://www.youtube.com/watch?v=80z3GqxS-DY,
5,1,assemble_me,2000,Angel Dust,Plastic Boy,https://youtu.be/FsemijEYYOo,
6,1,Bluey The Bear,2000,This is Love,PJ Harvey,https://www.youtube.com/watch?v=thk5Qdv2M6s,
7,1,Donald X.,2000,Letter From an Occupant,The New Pornographers,https://www.youtube.com/watch?v=cvg76qGVNEk,
8,1,dryope,2000,Vilderness 2,NIls Petter Molvaer,https://youtu.be/AkJot4IJBt0,
9,1,jsh,2000,Death on the Snowfield,AmIEvil,https://www.youtube.com/watch?v=6aHT92_NVQQ,
10,1,Lemonspawn,2000,Chartsengrafs,Grandaddy,https://youtu.be/Z2urlJxa9j0,
11,1,markusin,2000,DᐳEᐳAᐳTᐳHᐳMᐳEᐳTᐳAᐳL,Panchiko,https://www.youtube.com/watch?v=xlX7NwTq9Zo,
12,1,Mollo8,2000,プールにて (Pool Ni-te),Puffy,https://youtu.be/esnRqwb8T4w,
13,1,Mort,2000,One,Fates Warning,https://youtu.be/mFQO0b7jkx0,
14,1,nottoobad,2000,Sweepstakes Prize,Mirah,https://www.youtube.com/watch?v=Euqi5VHdYak,
15,1,pproteus,2000,Lodestar,Sarah Harmer,https://www.youtube.com/watch?v=cUokz56BcyM,
16,1,Sharur,2000,"Sell, Sell, Sell",Barenaked Ladies,https://youtu.be/gFGODSobviQ,
17,1,singletee,2000,Kathy's Song (Come Lie Next to Me),Apoptygma Berzerk,https://www.youtube.com/watch?v=xzgJx1TRrms,
