new_order	order	seed	submitter	year	song	artist	link	submitters
31	1	0	aku chi	2011	Pumped Up Kicks	Foster the People	https://youtu.be/k_aQYP8rsgE	Sharur; aku chi
83	2	0	aku chi	2011	Little Talks	Of Monsters and Men	https://youtu.be/CsZL9e0y4MI	aku chi; Sharur
100	3	0	bazkitcase5	2011	Storytime	Nightwish	https://youtu.be/o-fo_lvfcBw	bazkitcase5; singletee
117	4	0	jsh	2011	Somebody That I Used to Know	Gotye	https://www.youtube.com/watch?v=2FZZK8gBBOI	jsh; Sharur
112	5	0	Lemonspawn	2011	Shake It Out	Florence and the Machine	https://youtu.be/OxOGFJVsPEo	Lemonspawn; aku chi; nottoobad
47	6	0	Lemonspawn	2011	Someone Like You	Adele	https://youtu.be/22c3_LoIfZQ	
116	7	0	Mollo8	2011	Midnight City	M83	https://youtu.be/PuzvORd7wiM	Sharur; singletee; Mollo8
95	8	0	Sharur	2011	Too Close	Alex Clare	https://youtu.be/RFwwgB2jS_4	Sharur; Lemonspawn
122	9	0	Sharur	2011	Gold on the Ceiling	The Black Keys	https://youtu.be/8tPsaSPraks	Sharur; aku chi; pproteus
6	10	0	Sharur	2011	Lonely Boy	The Black Keys	https://youtu.be/9DYPfItb2fk	Sharur; pproteus
96	11	0	Sharur	2011	Sail	Awolnation	https://youtu.be/qf5H3Newx3Y	Sharur; singletee
125	12	0	volfied	2011	Holocene	Bon Iver	https://www.youtube.com/watch?v=-oCPAO3bp4Q	volfied; pproteus
26	13	1	aku chi	2011	Dragonborn (Skyrim)	Jeremy Soule	https://youtu.be/6fILxnBH1Tg	
69	14	1	alatar224	2011	314159265	Praezisa Rapid 3000	https://www.youtube.com/watch?v=OlQeLxKrkwA	
119	15	1	assemble_me	2011	Cults Revisited	Cut City	https://youtu.be/3F8D63DA9po	
120	16	1	Bluey The Bear	2011	What the Water Gave Me	Florence and the Machine	https://www.youtube.com/watch?v=43rjC8h10Jo	
75	17	1	demonsdemon	2011	Bubble Pop	HYUNA	https://www.youtube.com/watch?v=bw9CALKOvAI	
91	18	1	Donald X.	2011	Map of Tasmania	Amanda Palmer	https://www.youtube.com/watch?v=Ee6YQ67lJoo	
14	19	1	dryope	2011	Baboon Moon	Nils Petter Molvaer	https://youtu.be/mzIjrlgtFy8	
64	20	1	Komaitho	2011	三寸天堂 (Three Inches of Heaven)	嚴藝丹 (Yan Yi Dan)	https://youtu.be/SWzDX9u2erQ	
67	21	1	Lemonspawn	2011	Lightspeed	Dev	https://youtu.be/q3RBhAwfGjk	
56	22	1	markusin	2011	Mr. Saxobeat	Alexandra Stan	https://www.youtube.com/watch?v=AAeczYngukw	
49	23	1	Mort	2011	Voice	Hiromi	https://youtu.be/FJ-Kyl1h_I8	
101	24	1	nottoobad	2011	If I Wanted Someone	Dawes	https://www.youtube.com/watch?v=1EqL0Kd7wHU	
11	25	1	pproteus	2011	Salesman	Bruce Peninsula	https://www.youtube.com/watch?v=yTt-nbHCxIA	
2	26	1	singletee	2011	Sagitta Luminis	Yuki Kajiura	https://www.youtube.com/watch?v=jJX3D8Gk1t0	
104	27	1	strumphf	2011	In the Woods	Fly Moon Royalty	https://www.youtube.com/watch?v=0Nm33bQGbgE	
39	28	1	SuperDuper	2011	You Stayed at Home	Only Son	https://youtu.be/y2pYij_jLM4	
85	29	1	tufftaeh	2011	Growin' Up In California	Night Ranger	https://www.youtube.com/watch?v=2YBa-lkJR-s	
41	30	1	Valendale	2011	Lord of the Game (ft. Mexican Girl)	Death Grips	https://youtu.be/uiMtCJw_RVc	
106	31	1	volfied	2011	Art of Almost	Wilco	https://www.youtube.com/watch?v=8FKNmVPL1wI	
36	32	1	wharf_rat	2011	It Gets Funkier	Vulfpeck	https://www.youtube.com/watch?v=yKg_3kyIhHc	
105	33	1	xyrix	2011	Loose Heart = Loose Plan	Moonface	https://www.youtube.com/watch?v=tQM2ZwYn93c	
8	34	2	aku chi	2011	You Are a Tourist	Death Cab for Cutie	https://youtu.be/WE5WL80sU5E	
42	35	2	alatar224	2011	Labyrinths & Jokes	Aaron Dilloway	https://www.youtube.com/watch?v=-S4jAAtcLVE	
1	36	2	assemble_me	2011	Confetti	Cold Cave	https://youtu.be/X14bijHjrgQ	
40	37	2	bazkitcase5	2011	Last Ride of the Day	Nightwish	https://youtu.be/5OJsPtA3Rmg	
61	38	2	Bluey The Bear	2011	Let England Shake	PJ Harvey	https://www.youtube.com/watch?v=3x-F9eIMe-c	
15	39	2	demonsdemon	2011	Call me Maybe	Carly Rae Jepsen	https://www.youtube.com/watch?v=eHx--ZtG_Ds	
57	40	2	Donald X.	2011	Cassette Tape	Katie Costello	https://www.youtube.com/watch?v=i2HnH86mVpo	
92	41	2	dryope	2011	Terpene	Carbon Based Lifeforms	https://youtu.be/QR0gVksW8zc	
43	42	2	jsh	2011	Nemeses	Jonathan Coulton	https://www.youtube.com/watch?v=unjGuvJIePs	
74	43	2	Komaitho	2011	An Insuperable Impediment	Dario Marianelli, Jack Liebeck	https://youtu.be/lZA_9WMyZRQ	
77	44	2	Lemonspawn	2011	Sun of a Gun	Oh Land	https://youtu.be/uiEQA9PfQJg	
22	45	2	markusin	2011	All My Own Stunts	Arctic Monkeys	https://www.youtube.com/watch?v=MD6XBoJmEb8	
102	46	2	Mollo8	2011	Ella estrella	La Gusana Ciega	https://youtu.be/l0VonqUuIEk	
84	47	2	Mort	2011	Bad Asteroid	The Aristocrats	https://youtu.be/p39bZEdbe-Y	
35	48	2	nottoobad	2011	Montezuma	Fleet Foxes	https://www.youtube.com/watch?v=1fwcmqt48b8	
20	49	2	pproteus	2011	Glass Deers	Braids	https://www.youtube.com/watch?v=adhxSEjnBjA	
